,n,time
0,1,0.0
1,4,0.0
2,7,0.0
3,10,0.0
4,13,0.0
5,16,0.0020105838775634766
6,19,0.006000041961669922
7,22,0.02399754524230957
8,25,0.10003495216369629
9,28,0.42609620094299316
10,31,1.764397144317627
11,34,7.476676940917969
12,37,31.493104219436646
13,40,135.01619052886963
